case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label,case_age_normalized,hearing_density,stage_completion_ratio,case_type_enc,case_category_enc,bench_type_enc,current_stage_enc,state_enc,legal_urgency_score,urgency_flags,predicted_disposal_days,ml_delay_risk_score,ml_delay_risk_label,priority_score,priority_label,priority_emoji,court_rank,docket_label
CASE/8546/2020,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-433,Execution,NDPS,Sessions,Execution,7,2016-06-26,3110,31,73,29,0.3972602739726027,0,0,420,1095,2015,48,33.3,Medium,2.8401826484018264,0.7041800643086816,1.0,3,5,3,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (3110d > 1095d); 📛 Aged case: 8+ years pending,48,33.3,Medium,66.3,High,🟠,7,[#7] 🟠 High
CASE/2220/2017,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-226,Criminal,Matrimonial,Magistrate,Judgment,6,2017-03-23,2840,72,66,22,0.3333333333333333,0,0,517,1825,1015,48,33.3,Medium,1.5561643835616439,0.6971830985915493,0.8571428571428571,2,3,2,5,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2840d > 1825d); 📛 Aged case: 7+ years pending,48,33.3,Medium,65.75,High,🟠,8,[#8] 🟠 High
CASE/5258/2020,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-605,Revision,SC_ST,Magistrate,Execution,7,2021-05-05,1336,9,27,11,0.4074074074074074,0,0,145,730,606,46,33.3,High,1.83013698630137,0.6062874251497006,1.0,4,8,2,3,4,58.0,⚠️ STATUTORY DEADLINE BREACHED (1336d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,46,33.3,Medium,65.7,High,🟠,9,[#9] 🟠 High
CASE/7534/2019,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-384,Appeal,SC_ST,Full_Bench,Execution,7,2021-08-05,1244,12,32,15,0.46875,0,0,151,730,514,47,33.3,Medium,1.704109589041096,0.7717041800643086,1.0,0,8,1,3,4,58.0,⚠️ STATUTORY DEADLINE BREACHED (1244d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,47,33.3,Medium,65.23,High,🟠,10,[#10] 🟠 High
CASE/5279/2015,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-994,Execution,POCSO,Full_Bench,Execution,7,2022-02-08,1057,1,33,10,0.30303030303030304,0,0,109,365,692,50,33.3,Medium,2.8958904109589043,0.9366130558183539,1.0,3,6,1,3,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (1057d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35),50,33.3,Medium,63.02,High,🟠,11,[#11] 🟠 High
CASE/8158/2022,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-655,Execution,NDPS,Full_Bench,Execution,7,2020-08-29,1585,0,40,8,0.2,0,0,375,1095,490,45,33.3,Medium,1.447488584474886,0.7570977917981072,1.0,3,5,1,3,4,40.0,⚠️ STATUTORY DEADLINE BREACHED (1585d > 1095d); 📛 Long-pending: 4+ years,45,33.3,Medium,60.68,High,🟠,12,[#12] 🟠 High
CASE/9975/2023,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-335,Execution,Property_Dispute,Sessions,Execution,7,2016-11-29,2954,83,70,23,0.32857142857142857,0,0,1307,2920,34,49,33.3,Medium,1.0116438356164383,0.7109004739336493,1.0,3,7,3,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2954d > 2920d); 📛 Aged case: 8+ years pending,49,33.3,Medium,60.14,High,🟠,13,[#13] 🟠 High
CASE/2464/2019,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-753,Revision,General_Criminal,Full_Bench,Judgment,6,2023-01-14,717,25,12,6,0.5,0,0,544,730,0,48,33.3,High,0.9821917808219178,0.502092050209205,0.8571428571428571,4,2,1,5,4,25.0,🔔 Approaching statutory deadline (98% elapsed),48,33.3,Medium,42.73,Medium,🟡,14,[#14] 🟡 Medium
CASE/8541/2017,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-457,Criminal,Property_Dispute,Magistrate,Judgment,6,2022-04-19,987,40,14,0,0.0,0,0,1396,2920,0,84,0.0,Low,0.33801369863013697,0.425531914893617,0.8571428571428571,2,7,2,5,4,0.0,No urgent flags,84,0.0,Low,21.12,Low,🟢,15,[#15] 🟢 Low
CASE/4677/2015,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-767,Writ,NDPS,Single_Judge,Execution,7,2023-08-15,504,1,16,4,0.25,0,0,341,1095,0,50,0.0,Low,0.4602739726027397,0.9523809523809523,1.0,5,5,4,3,4,0.0,No urgent flags,50,0.0,Low,17.1,Low,🟢,16,[#16] 🟢 Low
CASE/0623/2016,MAD-JAB-08,Madhya Pradesh,Jabalpur,JDG-470,Appeal,Commercial,Magistrate,Arguments,5,2015-07-13,3459,10,84,34,0.40476190476190477,0,0,336,365,3094,49,66.7,High,9.476712328767123,0.7285342584562012,0.7142857142857143,0,0,2,1,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (3459d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 9+ years pending,49,66.7,High,77.2,Critical,🔴,1,[#1] 🔴 Critical
CASE/0244/2020,MAD-JAB-08,Madhya Pradesh,Jabalpur,JDG-878,Revision,POCSO,Division_Bench,Judgment,6,2017-07-07,2734,9,64,20,0.3125,0,0,119,365,2369,49,33.3,Medium,7.49041095890411,0.7022677395757132,0.8571428571428571,4,6,0,5,4,65.0,⚠️ STATUTORY DEADLINE BREACHED (2734d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 7+ years pending,49,33.3,Medium,72.53,High,🟠,2,[#2] 🟠 High
CASE/3406/2018,MAD-JAB-08,Madhya Pradesh,Jabalpur,JDG-102,Writ,NDPS,Magistrate,Execution,7,2018-02-20,2506,150,58,9,0.15517241379310345,1,0,333,1095,1411,55,66.7,High,2.2885844748858446,0.6943335993615324,1.0,5,5,2,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2506d > 1095d); 📛 Aged case: 6+ years pending,55,66.7,High,71.74,High,🟠,3,[#3] 🟠 High
CASE/4060/2024,MAD-JAB-08,Madhya Pradesh,Jabalpur,JDG-171,Criminal,NDPS,Magistrate,Arguments,5,2021-07-10,1270,61,27,10,0.37037037037037035,0,1,453,1095,175,47,66.7,High,1.1598173515981736,0.6377952755905512,0.7142857142857143,2,5,2,1,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (1270d > 1095d); 🔴 BNSS 479: Undertrial exceeds 1/3 max sentence (1270d ≥ 1216d); 📛 Long-pending: 3+ years,47,66.7,High,68.98,High,🟠,4,[#4] 🟠 High
CASE/8837/2018,MAD-JAB-08,Madhya Pradesh,Jabalpur,JDG-281,Criminal,Motor_Accident,Sessions,Judgment,6,2016-04-15,3182,25,81,24,0.2962962962962963,0,0,673,1825,1357,46,33.3,High,1.7435616438356165,0.7636706473915776,0.8571428571428571,2,4,3,5,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (3182d > 1825d); 📛 Aged case: 8+ years pending,46,33.3,Medium,66.45,High,🟠,5,[#5] 🟠 High
CASE/9201/2018,MAD-JAB-08,Madhya Pradesh,Jabalpur,JDG-281,Revision,POCSO,Division_Bench,Execution,7,2021-12-09,1118,16,23,12,0.5217391304347826,0,0,152,365,753,48,33.3,Medium,3.063013698630137,0.6171735241502684,1.0,4,6,0,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (1118d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Long-pending: 3+ years,48,33.3,Medium,65.28,High,🟠,6,[#6] 🟠 High
CASE/3860/2016,MAD-JAB-08,Madhya Pradesh,Jabalpur,JDG-409,Civil,Matrimonial,Sessions,Arguments,5,2020-09-30,1553,16,39,20,0.5128205128205128,0,0,482,1825,0,46,33.3,High,0.8509589041095891,0.7533805537669028,0.7142857142857143,1,3,3,1,4,30.0,🔔 Approaching statutory deadline (85% elapsed); 📛 Long-pending: 4+ years,46,33.3,Medium,48.93,Medium,🟡,7,[#7] 🟡 Medium
CASE/0264/2024,MAD-JAB-08,Madhya Pradesh,Jabalpur,JDG-694,Appeal,Motor_Accident,Full_Bench,Execution,7,2020-12-21,1471,52,28,7,0.25,0,0,618,1825,0,48,33.3,Medium,0.806027397260274,0.5710401087695446,1.0,0,4,1,3,4,30.0,🔔 Approaching statutory deadline (80% elapsed); 📛 Long-pending: 4+ years,48,33.3,Medium,47.88,Medium,🟡,8,[#8] 🟡 Medium
CASE/9386/2023,MAD-JAB-08,Madhya Pradesh,Jabalpur,JDG-281,Execution,NDPS,Full_Bench,Judgment,6,2022-02-22,1043,2,26,9,0.34615384615384615,0,0,305,1095,0,44,33.3,Medium,0.9525114155251142,0.74784276126558,0.8571428571428571,3,5,1,5,4,25.0,🔔 Approaching statutory deadline (95% elapsed),44,33.3,Medium,45.71,Medium,🟡,9,[#9] 🟡 Medium
CASE/4717/2024,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-245,Execution,Senior_Citizen,Full_Bench,Judgment,6,2018-01-19,2538,9,57,14,0.24561403508771928,0,0,114,180,2358,47,33.3,Medium,14.1,0.673758865248227,0.8571428571428571,3,9,1,5,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (2538d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 6+ years pending,47,33.3,Medium,70.38,High,🟠,1,[#1] 🟠 High
CASE/0888/2020,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-673,Appeal,Senior_Citizen,Sessions,Execution,7,2018-03-17,2481,2,65,20,0.3076923076923077,0,0,81,180,2301,51,33.3,High,13.783333333333333,0.7859733978234582,1.0,0,9,3,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (2481d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 6+ years pending,51,33.3,Medium,70.26,High,🟠,2,[#2] 🟠 High
CASE/3959/2022,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-811,Execution,POCSO,Full_Bench,Execution,7,2020-08-13,1601,2,36,14,0.3888888888888889,0,0,154,365,1236,45,33.3,High,4.3863013698630136,0.674578388507183,1.0,3,6,1,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (1601d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Long-pending: 4+ years,45,33.3,Medium,67.76,High,🟠,3,[#3] 🟠 High
CASE/9489/2015,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-630,Execution,Motor_Accident,Division_Bench,Execution,7,2017-02-27,2864,2,64,28,0.4375,0,0,729,1825,1039,46,33.3,High,1.5693150684931507,0.6703910614525139,1.0,3,4,0,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2864d > 1825d); 📛 Aged case: 7+ years pending,46,33.3,Medium,65.79,High,🟠,4,[#4] 🟠 High
CASE/8848/2020,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-589,Writ,Senior_Citizen,Single_Judge,Execution,7,2021-11-18,1139,4,20,4,0.2,0,0,87,180,959,45,33.3,Medium,6.3277777777777775,0.5267778753292361,1.0,5,9,4,3,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (1139d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Long-pending: 3+ years,45,33.3,Medium,63.64,High,🟠,5,[#5] 🟠 High
CASE/2415/2018,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-782,Criminal,POCSO,Sessions,Execution,7,2023-10-07,451,0,12,4,0.3333333333333333,0,0,133,365,86,46,33.3,Medium,1.2356164383561643,0.7982261640798226,1.0,2,6,3,3,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (451d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35),46,33.3,Medium,53.14,High,🟠,6,[#6] 🟠 High
CASE/8378/2019,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-263,Appeal,General_Civil,Magistrate,Execution,7,2021-08-08,1241,293,36,10,0.2777777777777778,1,0,720,2190,0,51,33.3,Medium,0.5666666666666667,0.8702659145850121,1.0,0,1,2,3,4,35.0,📅 Past halfway of statutory limit; 🟥 Critical stagnation: 293d in 'Execution' stage (limit 120d); 📛 Long-pending: 3+ years,51,33.3,Medium,45.09,Medium,🟡,7,[#7] 🟡 Medium
CASE/5508/2018,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-386,Appeal,SC_ST,Magistrate,Execution,7,2023-09-25,463,3,11,5,0.45454545454545453,0,0,205,730,0,47,33.3,Medium,0.6342465753424658,0.712742980561555,1.0,0,8,2,3,4,33.0,📅 Past halfway of statutory limit; 🔴 SC/ST PoA: Priority disposal required,47,33.3,Medium,37.18,Medium,🟡,8,[#8] 🟡 Medium
CASE/3082/2015,MAD-JAB-09,Madhya Pradesh,Jabalpur,JDG-428,Civil,Matrimonial,Single_Judge,Arguments,5,2022-09-09,844,44,19,4,0.21052631578947367,0,0,439,1825,0,47,0.0,Medium,0.4624657534246575,0.6753554502369669,0.7142857142857143,1,3,4,1,4,0.0,No urgent flags,47,0.0,Low,21.4,Low,🟢,9,[#9] 🟢 Low
CASE/3299/2021,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-807,Appeal,SC_ST,Magistrate,Execution,7,2018-11-24,2229,15,43,13,0.3023255813953488,0,0,175,730,1499,49,33.3,Medium,3.0534246575342467,0.5787348586810229,1.0,0,8,2,3,4,63.0,⚠️ STATUTORY DEADLINE BREACHED (2229d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 6+ years pending,49,33.3,Medium,70.79,High,🟠,1,[#1] 🟠 High
CASE/1031/2020,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-311,Criminal,POCSO,Division_Bench,Execution,7,2020-07-29,1616,11,40,12,0.3,0,0,149,365,1251,45,33.3,Medium,4.427397260273972,0.7425742574257426,1.0,2,6,0,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (1616d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Long-pending: 4+ years,45,33.3,Medium,67.84,High,🟠,2,[#2] 🟠 High
CASE/9985/2021,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-299,Revision,POCSO,Division_Bench,Execution,7,2020-11-16,1506,19,31,11,0.3548387096774194,0,0,153,365,1141,46,33.3,Medium,4.126027397260274,0.6175298804780877,1.0,4,6,0,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (1506d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Long-pending: 4+ years,46,33.3,Medium,67.27,High,🟠,3,[#3] 🟠 High
CASE/2105/2024,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-648,Execution,POCSO,Division_Bench,Execution,7,2023-01-23,708,26,17,7,0.4117647058823529,1,0,146,365,343,49,66.7,High,1.9397260273972603,0.7203389830508474,1.0,3,6,0,3,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (708d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35),49,66.7,High,66.04,High,🟠,4,[#4] 🟠 High
CASE/6100/2017,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-422,Writ,Matrimonial,Single_Judge,Arguments,5,2019-08-02,1978,132,51,17,0.3333333333333333,1,0,689,1825,153,51,66.7,High,1.0838356164383562,0.7735085945399393,0.7142857142857143,5,3,4,1,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (1978d > 1825d); 📛 Aged case: 5+ years pending,51,66.7,High,65.83,High,🟠,5,[#5] 🟠 High
CASE/0324/2023,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-672,Appeal,NDPS,Full_Bench,Judgment,6,2017-06-24,2747,37,71,29,0.4084507042253521,0,0,363,1095,1652,49,33.3,Medium,2.508675799086758,0.7753913360029123,0.8571428571428571,0,5,1,5,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2747d > 1095d); 📛 Aged case: 7+ years pending,49,33.3,Medium,65.55,High,🟠,6,[#6] 🟠 High
CASE/2826/2024,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-808,Revision,NDPS,Division_Bench,Arguments,5,2018-03-15,2483,35,65,20,0.3076923076923077,0,0,369,1095,1388,49,33.3,Medium,2.267579908675799,0.7853403141361257,0.7142857142857143,4,5,0,1,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2483d > 1095d); 📛 Aged case: 6+ years pending,49,33.3,Medium,65.01,High,🟠,7,[#7] 🟠 High
CASE/7132/2022,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-686,Revision,NDPS,Full_Bench,Judgment,6,2019-07-01,2010,14,50,17,0.34,0,0,434,1095,915,45,33.3,Medium,1.8356164383561644,0.746268656716418,0.8571428571428571,4,5,1,5,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2010d > 1095d); 📛 Aged case: 5+ years pending,45,33.3,Medium,64.04,High,🟠,8,[#8] 🟠 High
CASE/7658/2023,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-423,Criminal,Senior_Citizen,Sessions,Execution,7,2023-01-06,725,15,20,5,0.25,0,0,88,180,545,46,33.3,Medium,4.027777777777778,0.8275862068965517,1.0,2,9,3,3,4,50.0,⚠️ STATUTORY DEADLINE BREACHED (725d > 180d); 🟠 Senior Citizen: Expedited disposal mandated,46,33.3,Medium,57.84,High,🟠,9,[#9] 🟠 High
CASE/6870/2021,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-297,Writ,Property_Dispute,Magistrate,Arguments,5,2019-01-25,2167,18,55,21,0.38181818181818183,0,0,908,2920,0,47,33.3,Medium,0.7421232876712329,0.7614213197969543,0.7142857142857143,5,7,2,1,4,25.0,📅 Past halfway of statutory limit; 📛 Aged case: 5+ years pending,47,33.3,Medium,47.75,Medium,🟡,10,[#10] 🟡 Medium
CASE/5084/2023,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-184,Civil,Property_Dispute,Single_Judge,Execution,7,2019-08-05,1975,146,54,21,0.3888888888888889,0,0,991,2920,0,47,33.3,Medium,0.6763698630136986,0.8202531645569621,1.0,1,7,4,3,4,25.0,📅 Past halfway of statutory limit; 📛 Aged case: 5+ years pending,47,33.3,Medium,46.44,Medium,🟡,11,[#11] 🟡 Medium
CASE/2276/2016,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-814,Appeal,Motor_Accident,Sessions,Execution,7,2021-09-23,1195,28,29,12,0.41379310344827586,0,0,718,1825,0,49,33.3,Medium,0.6547945205479452,0.7280334728033473,1.0,0,4,3,3,4,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,49,33.3,Medium,40.84,Medium,🟡,12,[#12] 🟡 Medium
CASE/8371/2015,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-824,Revision,Motor_Accident,Single_Judge,Execution,7,2021-12-07,1120,118,29,6,0.20689655172413793,0,0,624,1825,0,44,33.3,Medium,0.6136986301369863,0.7767857142857142,1.0,4,4,4,3,4,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,44,33.3,Medium,39.88,Medium,🟡,13,[#13] 🟡 Medium
CASE/1237/2023,MAD-JAB-10,Madhya Pradesh,Jabalpur,JDG-536,Appeal,Matrimonial,Full_Bench,Judgment,6,2023-03-15,657,82,9,4,0.4444444444444444,0,0,726,1825,0,50,33.3,Medium,0.36,0.4109589041095891,0.8571428571428571,0,3,1,5,4,0.0,No urgent flags,50,33.3,Medium,24.45,Low,🟢,14,[#14] 🟢 Low
CASE/5009/2024,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-680,Execution,General_Criminal,Sessions,Execution,7,2016-09-16,3028,313,69,23,0.3333333333333333,1,0,520,730,2298,51,66.7,High,4.147945205479452,0.6836195508586526,1.0,3,2,3,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (3028d > 730d); 🟥 Critical stagnation: 313d in 'Execution' stage (limit 120d); 📛 Aged case: 8+ years pending,51,66.7,High,78.06,Critical,🔴,1,[#1] 🔴 Critical
CASE/3676/2017,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-993,Appeal,Senior_Citizen,Sessions,Judgment,6,2016-11-08,2975,13,74,32,0.43243243243243246,0,0,100,180,2795,48,66.7,High,16.52777777777778,0.746218487394958,0.8571428571428571,0,9,3,5,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (2975d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 8+ years pending,48,66.7,High,77.95,Critical,🔴,2,[#2] 🔴 Critical
CASE/4916/2015,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-825,Execution,Senior_Citizen,Full_Bench,Execution,7,2015-11-03,3346,13,63,25,0.3968253968253968,0,0,93,180,3166,47,33.3,High,18.58888888888889,0.5648535564853556,1.0,3,9,1,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (3346d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 9+ years pending,47,33.3,Medium,72.04,High,🟠,3,[#3] 🟠 High
CASE/9503/2017,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-394,Civil,Commercial,Magistrate,Execution,7,2017-12-03,2585,15,73,23,0.3150684931506849,0,0,271,365,2220,51,33.3,Medium,7.082191780821918,0.8471953578336556,1.0,1,0,2,3,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (2585d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 7+ years pending,51,33.3,Medium,68.72,High,🟠,4,[#4] 🟠 High
CASE/8209/2019,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-389,Writ,Matrimonial,Single_Judge,Execution,7,2015-06-03,3499,5,89,38,0.42696629213483145,0,0,515,1825,1674,50,33.3,High,1.9172602739726028,0.7630751643326664,1.0,5,3,4,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (3499d > 1825d); 📛 Aged case: 9+ years pending,50,33.3,Medium,67.1,High,🟠,5,[#5] 🟠 High
CASE/3851/2017,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-127,Appeal,General_Criminal,Magistrate,Execution,7,2018-04-06,2461,32,48,15,0.3125,0,0,534,730,1731,51,33.3,High,3.371232876712329,0.585127996749289,1.0,0,2,2,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2461d > 730d); 📛 Aged case: 6+ years pending,51,33.3,Medium,64.97,High,🟠,6,[#6] 🟠 High
CASE/9301/2019,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-482,Criminal,POCSO,Magistrate,Judgment,6,2022-09-09,844,15,17,7,0.4117647058823529,0,0,133,365,479,44,33.3,High,2.3123287671232875,0.6042654028436019,0.8571428571428571,2,6,2,5,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (844d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35),44,33.3,Medium,60.83,High,🟠,7,[#7] 🟠 High
CASE/7617/2019,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-138,Civil,General_Criminal,Sessions,Execution,7,2021-02-16,1414,75,40,16,0.4,0,0,457,730,684,48,33.3,Medium,1.936986301369863,0.8486562942008486,1.0,1,2,3,3,4,40.0,⚠️ STATUTORY DEADLINE BREACHED (1414d > 730d); 📛 Long-pending: 3+ years,48,33.3,Medium,59.8,High,🟠,8,[#8] 🟠 High
CASE/9184/2018,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-968,Execution,Motor_Accident,Full_Bench,Execution,7,2019-09-24,1925,54,52,10,0.19230769230769232,0,0,953,1825,100,44,33.3,High,1.0547945205479452,0.8103896103896103,1.0,3,4,1,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (1925d > 1825d); 📛 Aged case: 5+ years pending,44,33.3,Medium,58.63,High,🟠,9,[#9] 🟠 High
CASE/8650/2023,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-916,Appeal,NDPS,Single_Judge,Judgment,6,2021-06-23,1287,19,36,15,0.4166666666666667,0,0,337,1095,192,46,33.3,High,1.1753424657534246,0.8391608391608392,0.8571428571428571,0,5,4,5,4,40.0,⚠️ STATUTORY DEADLINE BREACHED (1287d > 1095d); 📛 Long-pending: 3+ years,46,33.3,Medium,55.6,High,🟠,10,[#10] 🟠 High
CASE/0673/2016,MAD-JAB-11,Madhya Pradesh,Jabalpur,JDG-964,Execution,General_Civil,Full_Bench,Execution,7,2020-12-16,1476,25,33,12,0.36363636363636365,0,0,1015,2190,0,47,33.3,Medium,0.673972602739726,0.6707317073170731,1.0,3,1,1,3,4,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 4+ years,47,33.3,Medium,42.55,Medium,🟡,11,[#11] 🟡 Medium
CASE/6099/2023,MAD-JAB-12,Madhya Pradesh,Jabalpur,JDG-342,Execution,Commercial,Division_Bench,Execution,7,2019-01-03,2189,62,53,20,0.37735849056603776,1,0,329,365,1824,51,66.7,High,5.997260273972603,0.7263590680676107,1.0,3,0,0,3,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (2189d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 5+ years pending,51,66.7,High,74.59,High,🟠,1,[#1] 🟠 High
CASE/9866/2019,MAD-JAB-12,Madhya Pradesh,Jabalpur,JDG-467,Civil,Motor_Accident,Full_Bench,Execution,7,2016-07-17,3089,73,66,24,0.36363636363636365,0,0,633,1825,1264,48,33.3,High,1.6926027397260275,0.6409841372612496,1.0,1,4,1,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (3089d > 1825d); 📛 Aged case: 8+ years pending,48,33.3,Medium,66.26,High,🟠,2,[#2] 🟠 High
CASE/5853/2020,MAD-JAB-12,Madhya Pradesh,Jabalpur,JDG-621,Writ,Property_Dispute,Full_Bench,Execution,7,2016-07-22,3084,110,77,20,0.2597402597402597,0,0,1394,2920,164,41,33.3,Medium,1.0561643835616439,0.7490272373540856,1.0,5,7,1,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (3084d > 2920d); 📛 Aged case: 8+ years pending,41,33.3,Medium,61.03,High,🟠,3,[#3] 🟠 High
CASE/9542/2015,MAD-JAB-12,Madhya Pradesh,Jabalpur,JDG-470,Writ,Motor_Accident,Single_Judge,Execution,7,2020-05-25,1681,183,36,12,0.3333333333333333,1,0,909,1825,0,52,66.7,High,0.9210958904109589,0.6424747174301012,1.0,5,4,4,3,4,40.0,🔔 Approaching statutory deadline (92% elapsed); 🟠 Stagnation detected: 183d in 'Execution' stage; 📛 Long-pending: 4+ years,52,66.7,High,60.75,High,🟠,4,[#4] 🟠 High
CASE/7018/2017,MAD-JAB-12,Madhya Pradesh,Jabalpur,JDG-211,Writ,NDPS,Full_Bench,Execution,7,2021-01-06,1455,61,36,13,0.3611111111111111,0,0,506,1095,360,50,33.3,Medium,1.3287671232876712,0.7422680412371134,1.0,5,5,1,3,4,40.0,⚠️ STATUTORY DEADLINE BREACHED (1455d > 1095d); 📛 Long-pending: 3+ years,50,33.3,Medium,58.61,High,🟠,5,[#5] 🟠 High
