case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label
CASE/6643/2024,KAR-MAN-06,Karnataka,Mangaluru,JDG-881,Civil,General_Criminal,Division_Bench,Execution,7,2018-04-07,2460,95,56,13,0.232,1,0,457,730,1730,122,59.26,High
CASE/4043/2023,KAR-MYS-20,Karnataka,Mysuru,JDG-665,Writ,Senior_Citizen,Single_Judge,Arguments,5,2017-11-19,2599,23,71,25,0.352,1,0,88,180,2419,16,57.9,High
CASE/8028/2021,MAD-GWA-16,Madhya Pradesh,Gwalior,JDG-265,Civil,Motor_Accident,Magistrate,Execution,7,2019-03-14,2119,258,44,13,0.295,1,0,611,1825,294,24,62.19,High
CASE/3860/2021,KAR-HUB-12,Karnataka,Hubballi,JDG-611,Revision,General_Civil,Single_Judge,Execution,7,2019-11-09,1879,13,46,10,0.217,0,0,939,2190,0,10,34.27,Medium
CASE/8418/2018,DEL-SOU-08,Delhi,South,JDG-583,Civil,NDPS,Division_Bench,Execution,7,2023-03-22,650,3,17,7,0.412,0,0,493,1095,0,10,31.25,Medium
CASE/9443/2017,BIH-GAY-13,Bihar,Gaya,JDG-634,Writ,SC_ST,Magistrate,Arguments,5,2019-05-13,2059,18,46,15,0.326,0,0,147,730,1329,29,54.25,High
CASE/0363/2022,WES-SIL-17,West Bengal,Siliguri,JDG-527,Revision,POCSO,Full_Bench,Arguments,5,2021-08-08,1241,5,17,6,0.353,0,0,99,365,876,78,47.39,Medium
CASE/3055/2017,GUJ-SUR-02,Gujarat,Surat,JDG-113,Civil,POCSO,Full_Bench,Execution,7,2020-06-07,1668,12,32,9,0.281,0,0,161,365,1303,10,45.63,Medium
CASE/7707/2015,DEL-SOU-14,Delhi,South,JDG-673,Writ,POCSO,Division_Bench,Execution,7,2021-12-09,1118,1,25,8,0.32,0,0,102,365,753,41,47.62,Medium
CASE/4340/2017,MAH-PUN-08,Maharashtra,Pune,JDG-321,Civil,Property_Dispute,Single_Judge,Arguments,5,2022-08-26,858,55,15,7,0.467,0,0,1378,2920,0,181,17.51,Low
CASE/9319/2018,MAD-GWA-15,Madhya Pradesh,Gwalior,JDG-746,Appeal,Senior_Citizen,Division_Bench,Execution,7,2021-06-28,1282,5,32,13,0.406,0,0,125,180,1102,10,46.65,Medium
CASE/9349/2020,KAR-MAN-17,Karnataka,Mangaluru,JDG-610,Writ,General_Criminal,Division_Bench,Execution,7,2017-12-01,2587,90,66,20,0.303,1,0,586,730,1857,91,66.58,High
CASE/4040/2021,WES-HOW-20,West Bengal,Howrah,JDG-993,Execution,Commercial,Sessions,Execution,7,2023-03-14,658,41,13,4,0.308,0,0,272,365,293,10,51.34,High
CASE/7723/2017,BIH-GAY-05,Bihar,Gaya,JDG-187,Civil,NDPS,Sessions,Arguments,5,2023-12-14,383,24,6,2,0.333,0,0,503,1095,0,10,26.5,Medium
CASE/6824/2016,DEL-NOR-20,Delhi,North,JDG-126,Civil,General_Civil,Sessions,Execution,7,2022-06-15,930,143,27,14,0.519,0,0,1077,2190,0,29,35.45,Medium
CASE/1023/2019,DEL-CEN-20,Delhi,Central,JDG-312,Revision,General_Civil,Sessions,Execution,7,2015-03-21,3573,120,83,37,0.446,0,0,844,2190,1383,17,45.93,Medium
CASE/4403/2019,TAM-SAL-06,Tamil Nadu,Salem,JDG-290,Criminal,Property_Dispute,Division_Bench,Execution,7,2018-09-10,2304,250,61,21,0.344,1,0,1148,2920,0,62,63.17,High
CASE/6385/2022,MAD-GWA-20,Madhya Pradesh,Gwalior,JDG-806,Criminal,NDPS,Division_Bench,Judgment,6,2017-08-10,2700,37,65,19,0.292,0,1,383,1095,1605,29,67.57,High
CASE/5168/2020,MAD-IND-06,Madhya Pradesh,Indore,JDG-427,Civil,Senior_Citizen,Division_Bench,Execution,7,2017-09-02,2677,11,57,20,0.351,0,0,74,180,2497,10,47.26,Medium
CASE/3074/2017,MAH-MUM-13,Maharashtra,Mumbai,JDG-359,Revision,General_Criminal,Magistrate,Judgment,6,2021-05-10,1331,40,30,6,0.2,0,0,486,730,601,55,38.33,Medium
CASE/1123/2021,GUJ-AHM-03,Gujarat,Ahmedabad,JDG-508,Writ,Motor_Accident,Sessions,Arguments,5,2015-01-18,3635,3,86,35,0.407,0,0,685,1825,1810,56,51.35,High
CASE/3683/2018,KAR-HUB-19,Karnataka,Hubballi,JDG-536,Civil,Matrimonial,Magistrate,Judgment,6,2021-07-08,1272,81,26,8,0.308,0,0,599,1825,0,33,32.9,Medium
CASE/9421/2021,MAH-NAG-15,Maharashtra,Nagpur,JDG-590,Criminal,Matrimonial,Full_Bench,Judgment,6,2019-06-07,2034,70,46,16,0.348,0,0,707,1825,209,10,35.67,Medium
CASE/2206/2015,UTT-LUC-17,Uttar Pradesh,Lucknow,JDG-297,Criminal,SC_ST,Division_Bench,Execution,7,2020-02-01,1795,12,46,15,0.326,0,0,197,730,1065,62,43.44,Medium
CASE/4311/2021,DEL-CEN-19,Delhi,Central,JDG-981,Revision,SC_ST,Full_Bench,Execution,7,2018-09-12,2302,72,43,16,0.372,1,0,178,730,1572,91,60.05,High
CASE/8333/2020,MAH-NAS-07,Maharashtra,Nashik,JDG-487,Revision,Motor_Accident,Single_Judge,Arguments,5,2023-11-01,426,68,9,4,0.444,0,0,824,1825,0,336,30.0,Medium
CASE/9511/2016,MAD-JAB-12,Madhya Pradesh,Jabalpur,JDG-944,Revision,Matrimonial,Magistrate,Execution,7,2021-09-11,1207,19,31,11,0.355,0,0,624,1825,0,154,32.37,Medium
CASE/3012/2017,WES-SIL-13,West Bengal,Siliguri,JDG-381,Execution,POCSO,Magistrate,Execution,7,2017-03-19,2844,31,60,20,0.333,1,0,100,365,2479,10,62.37,High
CASE/7378/2015,RAJ-UDA-04,Rajasthan,Udaipur,JDG-301,Criminal,NDPS,Full_Bench,Execution,7,2023-04-11,630,10,17,5,0.294,0,1,478,1095,0,97,41.18,Medium
CASE/6851/2017,RAJ-JOD-10,Rajasthan,Jodhpur,JDG-222,Civil,General_Criminal,Division_Bench,Execution,7,2019-10-27,1892,78,43,15,0.349,0,0,372,730,1162,21,52.23,High
CASE/4480/2017,MAD-JAB-16,Madhya Pradesh,Jabalpur,JDG-201,Execution,NDPS,Division_Bench,Execution,7,2017-01-11,2911,135,65,24,0.369,1,0,296,1095,1816,46,55.57,High
CASE/9673/2022,KAR-HUB-05,Karnataka,Hubballi,JDG-194,Execution,SC_ST,Sessions,Execution,7,2017-02-24,2867,28,47,18,0.383,0,0,153,730,2137,94,46.53,Medium
CASE/3343/2016,DEL-CEN-08,Delhi,Central,JDG-203,Appeal,NDPS,Full_Bench,Arguments,5,2020-02-02,1794,17,38,8,0.211,0,0,351,1095,699,49,43.73,Medium
CASE/3874/2023,MAH-PUN-19,Maharashtra,Pune,JDG-618,Revision,Matrimonial,Single_Judge,Execution,7,2018-09-01,2313,16,62,24,0.387,0,0,640,1825,488,30,46.27,Medium
CASE/0400/2019,TAM-COI-06,Tamil Nadu,Coimbatore,JDG-853,Civil,Property_Dispute,Division_Bench,Execution,7,2018-07-10,2366,57,60,23,0.383,0,0,1213,2920,0,87,31.76,Medium
CASE/6988/2018,GUJ-AHM-07,Gujarat,Ahmedabad,JDG-330,Execution,Matrimonial,Full_Bench,Judgment,6,2022-07-15,900,29,23,8,0.348,0,0,659,1825,0,10,27.34,Medium
CASE/1057/2021,UTT-KAN-03,Uttar Pradesh,Kanpur,JDG-877,Execution,General_Criminal,Division_Bench,Arguments,5,2017-08-01,2709,34,57,33,0.579,0,0,624,730,1979,40,51.66,High
CASE/5874/2019,GUJ-VAD-15,Gujarat,Vadodara,JDG-754,Execution,SC_ST,Division_Bench,Arguments,5,2017-05-14,2788,3,45,8,0.178,0,0,229,730,2058,132,45.7,Medium
CASE/7943/2021,BIH-GAY-11,Bihar,Gaya,JDG-244,Civil,NDPS,Sessions,Arguments,5,2021-02-08,1422,83,24,4,0.167,1,0,465,1095,327,27,66.34,High
CASE/9333/2024,KAR-BEN-13,Karnataka,Bengaluru,JDG-449,Criminal,General_Civil,Full_Bench,Execution,7,2023-02-21,679,0,20,7,0.35,0,0,1216,2190,0,359,21.88,Low
CASE/5679/2022,BIH-PAT-06,Bihar,Patna,JDG-527,Writ,General_Civil,Sessions,Execution,7,2016-04-30,3167,121,72,32,0.444,0,0,833,2190,977,10,41.9,Medium
CASE/7000/2017,DEL-CEN-19,Delhi,Central,JDG-711,Civil,General_Civil,Full_Bench,Arguments,5,2019-02-21,2140,363,50,20,0.4,1,0,830,2190,0,20,60.03,High
CASE/4077/2021,DEL-SOU-04,Delhi,South,JDG-305,Writ,NDPS,Single_Judge,Execution,7,2018-10-19,2265,0,67,29,0.433,0,0,467,1095,1170,10,54.67,High
CASE/7635/2019,TAM-SAL-04,Tamil Nadu,Salem,JDG-541,Appeal,Commercial,Single_Judge,Arguments,5,2019-05-01,2071,58,44,9,0.205,1,0,253,365,1706,10,64.7,High
CASE/3949/2018,UTT-KAN-01,Uttar Pradesh,Kanpur,JDG-595,Writ,Matrimonial,Single_Judge,Execution,7,2020-01-29,1798,9,48,20,0.417,0,0,478,1825,0,28,61.95,High
CASE/8162/2019,TAM-SAL-16,Tamil Nadu,Salem,JDG-527,Criminal,SC_ST,Single_Judge,Execution,7,2020-06-04,1671,17,38,13,0.342,0,0,198,730,941,76,41.62,Medium
CASE/1770/2022,DEL-NOR-08,Delhi,North,JDG-934,Criminal,SC_ST,Sessions,Arguments,5,2023-11-08,419,9,7,3,0.429,0,0,235,730,0,45,27.88,Medium
CASE/7391/2017,DEL-NOR-01,Delhi,North,JDG-557,Revision,Motor_Accident,Magistrate,Arguments,5,2021-08-30,1219,237,22,6,0.273,1,0,681,1825,0,63,51.23,High
CASE/7046/2017,KAR-BEN-09,Karnataka,Bengaluru,JDG-166,Revision,SC_ST,Division_Bench,Execution,7,2021-11-15,1142,6,27,17,0.63,0,0,223,730,412,10,45.77,Medium
CASE/7410/2020,DEL-CEN-13,Delhi,Central,JDG-494,Revision,Property_Dispute,Sessions,Evidence,4,2023-05-03,608,18,21,19,0.905,0,0,907,2920,0,741,32.66,Medium
CASE/9954/2017,RAJ-KOT-09,Rajasthan,Kota,JDG-452,Civil,POCSO,Full_Bench,Judgment,6,2022-02-27,1038,26,19,9,0.474,1,0,120,365,673,10,65.63,High
CASE/0020/2019,TAM-CHE-15,Tamil Nadu,Chennai,JDG-544,Writ,Matrimonial,Single_Judge,Judgment,6,2019-05-21,2051,7,50,25,0.5,0,0,630,1825,226,60,55.4,High
CASE/4455/2015,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-993,Execution,General_Civil,Sessions,Execution,7,2017-07-17,2724,20,64,18,0.281,0,0,1084,2190,534,10,50.06,High
CASE/4610/2020,MAD-IND-13,Madhya Pradesh,Indore,JDG-938,Writ,Property_Dispute,Magistrate,Execution,7,2019-12-08,1850,5,54,10,0.185,0,0,954,2920,0,10,36.49,Medium
CASE/4228/2017,DEL-CEN-19,Delhi,Central,JDG-731,Civil,NDPS,Single_Judge,Execution,7,2018-12-28,2195,164,49,19,0.388,1,0,292,1095,1100,60,53.78,High
CASE/0922/2018,GUJ-RAJ-07,Gujarat,Rajkot,JDG-761,Execution,Motor_Accident,Full_Bench,Execution,7,2020-09-17,1566,199,38,14,0.368,1,0,670,1825,0,87,61.83,High
CASE/3111/2016,GUJ-SUR-17,Gujarat,Surat,JDG-732,Criminal,General_Civil,Division_Bench,Execution,7,2017-05-10,2792,31,69,29,0.42,0,0,1247,2190,602,44,39.52,Medium
CASE/5058/2018,DEL-EAS-16,Delhi,East,JDG-816,Criminal,General_Civil,Sessions,Execution,7,2019-01-10,2182,249,48,16,0.333,1,0,1016,2190,0,70,58.85,High
CASE/6706/2018,GUJ-AHM-20,Gujarat,Ahmedabad,JDG-624,Appeal,Property_Dispute,Full_Bench,Arguments,5,2020-09-29,1554,104,36,13,0.361,0,0,886,2920,0,29,25.69,Medium
CASE/4420/2018,WES-HOW-05,West Bengal,Howrah,JDG-300,Execution,Matrimonial,Magistrate,Execution,7,2020-06-20,1655,11,38,12,0.316,0,0,593,1825,0,28,40.49,Medium
CASE/1589/2016,WES-SIL-06,West Bengal,Siliguri,JDG-927,Appeal,General_Civil,Single_Judge,Execution,7,2020-03-05,1762,93,37,14,0.378,0,0,1218,2190,0,56,39.42,Medium
CASE/5454/2020,WES-DUR-07,West Bengal,Durgapur,JDG-375,Revision,Matrimonial,Sessions,Judgment,6,2017-03-10,2853,59,71,24,0.338,0,0,537,1825,1028,10,52.28,High
CASE/5520/2023,GUJ-AHM-14,Gujarat,Ahmedabad,JDG-721,Revision,General_Criminal,Division_Bench,Execution,7,2023-09-24,464,11,7,6,0.857,0,0,563,730,0,47,47.49,Medium
CASE/9401/2022,RAJ-KOT-08,Rajasthan,Kota,JDG-633,Revision,POCSO,Division_Bench,Execution,7,2022-11-23,769,1,13,7,0.538,0,0,156,365,404,45,44.52,Medium
CASE/9510/2018,GUJ-VAD-09,Gujarat,Vadodara,JDG-406,Appeal,SC_ST,Sessions,Execution,7,2022-11-10,782,0,21,6,0.286,0,0,225,730,52,198,52.81,High
CASE/1945/2019,TAM-CHE-10,Tamil Nadu,Chennai,JDG-464,Execution,General_Criminal,Single_Judge,Execution,7,2016-10-12,3002,5,56,14,0.25,0,0,476,730,2272,110,42.42,Medium
CASE/7580/2021,RAJ-UDA-02,Rajasthan,Udaipur,JDG-246,Appeal,General_Criminal,Full_Bench,Execution,7,2016-08-25,3050,220,70,20,0.286,1,0,510,730,2320,10,61.88,High
CASE/5067/2015,BIH-MUZ-16,Bihar,Muzaffarpur,JDG-262,Civil,NDPS,Full_Bench,Execution,7,2023-09-22,466,10,9,3,0.333,0,0,308,1095,0,10,36.02,Medium
CASE/4121/2022,MAD-JAB-01,Madhya Pradesh,Jabalpur,JDG-933,Writ,Commercial,Magistrate,Execution,7,2019-11-01,1887,112,49,20,0.408,1,0,303,365,1522,63,68.08,High
CASE/9956/2022,TAM-CHE-15,Tamil Nadu,Chennai,JDG-783,Revision,Property_Dispute,Single_Judge,Execution,7,2018-08-05,2340,64,32,16,0.5,0,0,1066,2920,0,50,45.61,Medium
CASE/4636/2015,MAH-MUM-13,Maharashtra,Mumbai,JDG-946,Civil,Matrimonial,Division_Bench,Execution,7,2020-06-20,1655,8,38,10,0.263,0,0,715,1825,0,75,42.8,Medium
CASE/0685/2019,TAM-MAD-14,Tamil Nadu,Madurai,JDG-611,Writ,SC_ST,Single_Judge,Judgment,6,2016-04-29,3168,5,82,28,0.341,0,0,183,730,2438,105,50.23,High
CASE/0863/2024,MAH-PUN-19,Maharashtra,Pune,JDG-190,Criminal,Senior_Citizen,Full_Bench,Execution,7,2016-08-10,3065,28,72,39,0.542,1,0,99,180,2885,111,67.97,High
CASE/5832/2015,TAM-CHE-01,Tamil Nadu,Chennai,JDG-411,Revision,Senior_Citizen,Single_Judge,Execution,7,2015-09-20,3390,11,99,44,0.444,0,0,120,180,3210,78,44.33,Medium
CASE/9375/2015,MAD-GWA-15,Madhya Pradesh,Gwalior,JDG-479,Revision,Senior_Citizen,Full_Bench,Arguments,5,2022-12-11,751,5,18,4,0.222,0,0,98,180,571,72,47.74,Medium
CASE/3077/2024,GUJ-SUR-08,Gujarat,Surat,JDG-727,Revision,Property_Dispute,Full_Bench,Execution,7,2015-04-25,3538,364,73,31,0.425,1,0,1016,2920,618,123,76.92,Critical
CASE/6173/2023,MAD-GWA-16,Madhya Pradesh,Gwalior,JDG-239,Writ,NDPS,Full_Bench,Execution,7,2018-03-05,2493,28,64,17,0.266,0,0,363,1095,1398,145,41.03,Medium
CASE/9144/2023,WES-HOW-07,West Bengal,Howrah,JDG-450,Criminal,Commercial,Magistrate,Execution,7,2018-06-13,2393,24,50,17,0.34,0,0,278,365,2028,10,42.73,Medium
CASE/3275/2015,UTT-LUC-07,Uttar Pradesh,Lucknow,JDG-401,Revision,NDPS,Division_Bench,Execution,7,2021-04-09,1362,116,26,9,0.346,1,0,474,1095,267,23,57.98,High
CASE/0804/2021,UTT-ALL-02,Uttar Pradesh,Allahabad,JDG-777,Appeal,SC_ST,Full_Bench,Execution,7,2022-06-03,942,27,24,12,0.5,0,0,229,730,212,10,54.31,High
CASE/9273/2018,RAJ-JAI-07,Rajasthan,Jaipur,JDG-596,Execution,Matrimonial,Single_Judge,Execution,7,2018-04-05,2462,144,68,20,0.294,1,0,649,1825,637,10,56.28,High
CASE/3830/2015,MAD-IND-07,Madhya Pradesh,Indore,JDG-213,Execution,NDPS,Magistrate,Execution,7,2023-07-03,547,37,15,6,0.4,0,0,499,1095,0,140,29.21,Medium
CASE/1508/2021,BIH-GAY-04,Bihar,Gaya,JDG-544,Criminal,General_Civil,Single_Judge,Execution,7,2022-07-09,906,363,19,7,0.368,1,0,741,2190,0,54,48.63,Medium
CASE/6164/2022,TAM-COI-08,Tamil Nadu,Coimbatore,JDG-216,Revision,SC_ST,Sessions,Execution,7,2022-02-13,1052,7,27,11,0.407,0,0,197,730,322,10,41.85,Medium
CASE/3860/2023,UTT-LUC-18,Uttar Pradesh,Lucknow,JDG-508,Criminal,POCSO,Division_Bench,Execution,7,2021-03-31,1371,20,30,7,0.233,0,0,106,365,1006,10,47.35,Medium
CASE/5831/2022,DEL-EAS-01,Delhi,East,JDG-345,Execution,Senior_Citizen,Full_Bench,Execution,7,2021-10-26,1162,32,35,7,0.2,1,0,116,180,982,10,54.13,High
CASE/1046/2016,GUJ-RAJ-10,Gujarat,Rajkot,JDG-457,Execution,NDPS,Division_Bench,Judgment,6,2021-10-17,1171,11,32,11,0.344,0,0,299,1095,76,10,53.89,High
CASE/4080/2024,RAJ-KOT-06,Rajasthan,Kota,JDG-266,Appeal,General_Civil,Magistrate,Execution,7,2021-05-05,1336,7,34,12,0.353,0,0,1031,2190,0,14,38.01,Medium
CASE/4300/2024,RAJ-JAI-06,Rajasthan,Jaipur,JDG-330,Revision,Commercial,Single_Judge,Execution,7,2016-08-12,3063,9,60,11,0.183,0,0,261,365,2698,113,34.98,Medium
CASE/4282/2020,UTT-KAN-12,Uttar Pradesh,Kanpur,JDG-145,Civil,General_Criminal,Sessions,Execution,7,2015-02-11,3611,12,91,38,0.418,0,0,616,730,2881,10,53.71,High
CASE/5984/2022,DEL-CEN-07,Delhi,Central,JDG-485,Execution,General_Criminal,Sessions,Execution,7,2016-07-21,3085,38,79,25,0.316,0,0,451,730,2355,69,46.12,Medium
CASE/9443/2016,DEL-SOU-20,Delhi,South,JDG-970,Criminal,Matrimonial,Magistrate,Judgment,6,2015-04-11,3552,50,78,33,0.423,0,0,525,1825,1727,59,48.64,Medium
CASE/3020/2022,MAD-IND-08,Madhya Pradesh,Indore,JDG-939,Revision,Commercial,Full_Bench,Execution,7,2019-04-22,2080,25,54,18,0.333,0,0,376,365,1715,31,51.59,High
CASE/4915/2024,TAM-MAD-18,Tamil Nadu,Madurai,JDG-633,Criminal,POCSO,Magistrate,Execution,7,2019-05-14,2058,8,51,19,0.373,0,0,139,365,1693,58,47.47,Medium
CASE/8976/2020,DEL-SOU-08,Delhi,South,JDG-856,Writ,General_Civil,Full_Bench,Judgment,6,2023-02-15,685,22,15,5,0.333,0,0,942,2190,0,183,9.01,Low
CASE/1834/2020,KAR-BEN-03,Karnataka,Bengaluru,JDG-410,Execution,POCSO,Full_Bench,Execution,7,2022-08-11,873,1,20,3,0.15,0,0,157,365,508,85,34.13,Medium
CASE/0065/2022,RAJ-UDA-16,Rajasthan,Udaipur,JDG-475,Criminal,General_Criminal,Single_Judge,Execution,7,2018-01-15,2542,60,55,18,0.327,0,1,401,730,1812,10,64.53,High
CASE/2207/2017,UTT-KAN-01,Uttar Pradesh,Kanpur,JDG-567,Execution,Commercial,Magistrate,Arguments,5,2016-02-25,3232,2,76,23,0.303,0,0,311,365,2867,10,48.87,Medium
CASE/9782/2023,GUJ-AHM-05,Gujarat,Ahmedabad,JDG-176,Writ,Matrimonial,Sessions,Execution,7,2017-09-14,2665,98,65,22,0.338,0,0,684,1825,840,173,44.69,Medium
CASE/4495/2016,MAH-PUN-06,Maharashtra,Pune,JDG-335,Execution,POCSO,Single_Judge,Arguments,5,2023-02-09,691,4,15,5,0.333,0,0,120,365,326,10,51.21,High
CASE/2461/2024,MAD-IND-17,Madhya Pradesh,Indore,JDG-709,Civil,SC_ST,Division_Bench,Judgment,6,2020-02-03,1793,3,48,13,0.271,0,0,196,730,1063,10,44.55,Medium
CASE/2552/2021,GUJ-RAJ-11,Gujarat,Rajkot,JDG-157,Civil,Matrimonial,Magistrate,Execution,7,2017-05-29,2773,10,60,21,0.35,0,0,680,1825,948,11,40.14,Medium
CASE/3467/2018,MAH-NAS-20,Maharashtra,Nashik,JDG-915,Execution,Motor_Accident,Single_Judge,Execution,7,2022-11-15,777,37,13,3,0.231,0,0,965,1825,0,98,28.32,Medium
CASE/6343/2021,KAR-MYS-12,Karnataka,Mysuru,JDG-737,Appeal,SC_ST,Sessions,Execution,7,2019-11-25,1863,16,42,14,0.333,0,0,245,730,1133,75,47.09,Medium
CASE/4681/2021,DEL-SOU-04,Delhi,South,JDG-973,Appeal,Senior_Citizen,Single_Judge,Execution,7,2016-10-18,2996,2,70,23,0.329,0,0,106,180,2816,10,53.85,High
CASE/5696/2023,TAM-COI-10,Tamil Nadu,Coimbatore,JDG-476,Revision,Matrimonial,Sessions,Execution,7,2016-12-26,2927,152,86,37,0.43,1,0,637,1825,1102,193,64.45,High
CASE/9504/2017,WES-DUR-13,West Bengal,Durgapur,JDG-965,Civil,Senior_Citizen,Full_Bench,Execution,7,2021-09-15,1203,2,28,8,0.286,0,0,119,180,1023,10,45.17,Medium
CASE/4866/2016,DEL-CEN-19,Delhi,Central,JDG-610,Writ,General_Criminal,Full_Bench,Arguments,5,2023-06-02,578,22,11,4,0.364,0,0,579,730,0,10,37.71,Medium
CASE/7404/2023,GUJ-SUR-15,Gujarat,Surat,JDG-457,Criminal,Motor_Accident,Division_Bench,Execution,7,2022-12-18,744,17,17,3,0.176,0,0,817,1825,0,57,21.29,Low
CASE/7020/2019,WES-DUR-17,West Bengal,Durgapur,JDG-527,Revision,Matrimonial,Magistrate,Execution,7,2020-07-31,1614,81,46,15,0.326,0,0,550,1825,0,227,37.39,Medium
CASE/0074/2020,DEL-NOR-11,Delhi,North,JDG-516,Appeal,Property_Dispute,Sessions,Execution,7,2016-04-26,3171,185,68,17,0.25,0,0,1433,2920,251,99,42.73,Medium
CASE/9521/2021,GUJ-AHM-13,Gujarat,Ahmedabad,JDG-168,Revision,Property_Dispute,Full_Bench,Execution,7,2018-02-21,2505,85,60,33,0.55,0,0,889,2920,0,10,45.94,Medium
CASE/2251/2020,UTT-VAR-19,Uttar Pradesh,Varanasi,JDG-567,Writ,POCSO,Sessions,Execution,7,2019-08-18,1962,11,43,22,0.512,0,0,131,365,1597,10,41.55,Medium
CASE/6192/2024,MAH-NAG-06,Maharashtra,Nagpur,JDG-465,Writ,Motor_Accident,Sessions,Execution,7,2020-08-08,1606,5,36,13,0.361,0,0,766,1825,0,88,33.35,Medium
CASE/0111/2021,MAH-MUM-10,Maharashtra,Mumbai,JDG-821,Appeal,Motor_Accident,Sessions,Execution,7,2017-06-21,2750,2,71,26,0.366,0,0,808,1825,925,102,46.7,Medium
CASE/6841/2017,KAR-HUB-02,Karnataka,Hubballi,JDG-438,Civil,NDPS,Magistrate,Arguments,5,2023-07-23,527,30,12,3,0.25,0,0,407,1095,0,123,20.19,Low
CASE/2958/2020,MAH-PUN-01,Maharashtra,Pune,JDG-288,Criminal,General_Criminal,Single_Judge,Arguments,5,2016-12-16,2937,16,75,26,0.347,0,1,445,730,2207,44,62.37,High
CASE/4616/2019,TAM-CHE-06,Tamil Nadu,Chennai,JDG-999,Execution,General_Criminal,Magistrate,Execution,7,2022-11-06,786,44,20,4,0.2,0,0,378,730,56,63,44.85,Medium
CASE/1572/2019,KAR-MAN-13,Karnataka,Mangaluru,JDG-369,Writ,Commercial,Magistrate,Judgment,6,2020-09-26,1557,0,31,14,0.452,0,0,369,365,1192,10,62.71,High
CASE/1599/2017,DEL-EAS-03,Delhi,East,JDG-436,Execution,Matrimonial,Sessions,Execution,7,2022-07-19,896,51,24,12,0.5,0,0,534,1825,0,61,27.05,Medium
CASE/8949/2020,RAJ-UDA-18,Rajasthan,Udaipur,JDG-439,Criminal,General_Criminal,Division_Bench,Judgment,6,2017-07-04,2737,1,72,25,0.347,0,1,496,730,2007,57,62.48,High
CASE/9879/2024,BIH-MUZ-19,Bihar,Muzaffarpur,JDG-543,Execution,General_Criminal,Single_Judge,Execution,7,2023-06-09,571,70,14,7,0.5,0,0,581,730,0,10,46.92,Medium
CASE/9832/2020,DEL-NOR-08,Delhi,North,JDG-663,Execution,Matrimonial,Division_Bench,Execution,7,2016-08-09,3066,4,66,23,0.348,0,0,691,1825,1241,51,46.45,Medium
CASE/9361/2015,MAD-GWA-03,Madhya Pradesh,Gwalior,JDG-191,Civil,Senior_Citizen,Sessions,Execution,7,2015-09-27,3383,0,73,22,0.301,0,0,91,180,3203,83,48.06,Medium
CASE/1037/2016,MAD-GWA-19,Madhya Pradesh,Gwalior,JDG-721,Criminal,Property_Dispute,Full_Bench,Execution,7,2015-11-22,3327,145,72,28,0.389,0,0,1019,2920,407,69,43.82,Medium
CASE/9250/2023,WES-HOW-07,West Bengal,Howrah,JDG-991,Civil,Motor_Accident,Single_Judge,Execution,7,2021-11-04,1153,83,27,16,0.593,0,0,622,1825,0,19,37.94,Medium
CASE/5280/2024,MAH-NAG-01,Maharashtra,Nagpur,JDG-750,Execution,NDPS,Magistrate,Arguments,5,2023-06-07,573,67,17,5,0.294,0,0,453,1095,0,97,19.87,Low
CASE/5934/2024,UTT-KAN-09,Uttar Pradesh,Kanpur,JDG-895,Civil,POCSO,Full_Bench,Judgment,6,2020-07-03,1642,34,44,16,0.364,1,0,106,365,1277,64,57.8,High
CASE/9838/2019,BIH-GAY-09,Bihar,Gaya,JDG-116,Writ,NDPS,Single_Judge,Arguments,5,2016-11-19,2964,144,55,18,0.327,1,0,318,1095,1869,10,62.88,High
CASE/1472/2023,RAJ-JOD-01,Rajasthan,Jodhpur,JDG-742,Writ,General_Civil,Sessions,Execution,7,2017-02-04,2887,15,62,17,0.274,0,0,798,2190,697,10,50.14,High
CASE/7623/2023,WES-DUR-09,West Bengal,Durgapur,JDG-432,Civil,General_Criminal,Division_Bench,Execution,7,2019-12-20,1838,58,42,16,0.381,0,0,365,730,1108,108,55.69,High
CASE/5482/2016,GUJ-AHM-12,Gujarat,Ahmedabad,JDG-687,Civil,NDPS,Single_Judge,Judgment,6,2021-10-19,1169,95,27,10,0.37,1,0,453,1095,74,29,65.1,High
CASE/0037/2022,TAM-SAL-12,Tamil Nadu,Salem,JDG-488,Appeal,Property_Dispute,Sessions,Notice,2,2023-10-17,441,112,14,4,0.286,0,0,1382,2920,0,923,37.19,Medium
CASE/4516/2016,MAH-NAS-03,Maharashtra,Nashik,JDG-935,Revision,Motor_Accident,Full_Bench,Execution,7,2017-05-15,2787,1,59,22,0.373,0,0,707,1825,962,10,43.7,Medium
CASE/3359/2021,UTT-ALL-18,Uttar Pradesh,Allahabad,JDG-895,Revision,NDPS,Full_Bench,Judgment,6,2021-09-27,1191,48,20,9,0.45,0,0,317,1095,96,27,51.64,High
